custom_position,city_vac,offer_education_id,operating_schedule_id,offer_experience_year_count,description,profession,salary
Заведующий складом- кассир,Тюмень,,Вахтовый метод,От 1 года до 3 лет,"требования: 1. опыт работы на кассовом оборудовании в местах общественного питания (не менее 3 (трех) лет). 2. опыт работы с учетом поступления и расходования продуктов питания (не менее 3 (трех) лет). условия: работы вахтовым методом: месяц через месяц. проживание в вахтовом городке. питание за счет работодателя. оплата проезда к месту работы и обратно. официальное трудоустройство, соц. пакет.",кассир,70000.0
Руководитель отдела персонала,,высшее образование.,Полный день,От 1 года до 3 лет,"требования: высшее образование. опыт работы в сфере управления персоналом от 2-х лет. коммуникабельность. лидерские качества. организаторские способности. приветствуется знание английского языка. обязанности: организация работы по поиску и подбору персонала по требованиям заказчика (офисный персонал, узкие специалисты). организация работы по проведению собеседований (телефонных, скайп, личных) и оценке кандидатов. взаимодействие с заказчиками на всех этапах поиска. организация и контроль работы отдела персонала. создание рабочих инструкций, регулирование рабочих процессов. разработка и внедрение мотивации для сотрудников, мероприятий по адаптации. планирование и контроль бюджета по затратам на подбор. мониторинг рынка труда. разработка и внедрение новых инструментов поиска персонала. развитие hr-бренда организации. ведение отчетности. условия: 5 дневная рабочая неделя, полная занятость 8 часов в день. оклад 80 000 руб. + стимулирующие выплаты по результатам работы команды. оформление по тк рф (возможно оформление по гпх). офис в районе музейной площади.",персонал,
Помощник бухгалтера/делопроизводитель/архивариус,Москва,,Полный день,Нет опыта,"требования: минимальное знание программ excel/1c (или желание научиться работать в них) внимательность исполнительность ответственность, готовность к обучению умение работать с документами условия: полный рабочий день график работы с 8:00-16:30 опыт работы",бухгалтер,5500.0
Архивариус/бухгалтер,Москва,,Полный день,Нет опыта,"требования: экономическое образование (высшее, средне-профессиональное). желание обучаться (мы научим) и работать. ответственность, исполнительность. условия: оформление по тк. заработная плата 40 000 рублей (на руки). территориально - м. фили/мцк шелепиха график работы: 5/2, пн.-пт. 10.00-19.00. плавающие выходные. уважаемые соискатели! резюме без фото будут рассматриваться в последнюю очередь.",бухгалтер,40000.0
Архивист в бухгалтерию,Москва,,Полный день,Нет опыта,"требования: готовность к монотонной работе; аккуратность, внимательность; условия: официальное оформление в соответствии с трудовым кодексом рф график работы пн-чт с 9:00 до 18:00, пт с 9:00 до 16:45 льготное питание офис в центре москвы, рядом с м. добрынинская вы получите опыт работы с документами бухгалтерии. возможен карьерный рост!",бухгалтер,30000.0
Архивариус/бухгалтер,,,Полный день,От 1 года до 3 лет,"требования: 1. опыт работы с бухгалтерскими документами (упд, ттн, м-15 и т.д.) 2. опыт работы в 1с 3. желательно опыт работы бухгалтером/помощником бухгалтера 4. коммуникабельность, стрессоустойчивость, готовность работать с большим объемом документов. 5. аккуратность и внимательность в работе с документами. 6. владение орг. техникой. обязанности: 1. архивирование всех документов- размещение в папках по датам и видам документов. 2. контроль за наличием, правильностью оформления, соответствия данных всех оригиналов первичных документов с данными, работа с поставщиками и покупателями по предоставлению и возврату оригиналов документов, разбор входящей корреспонденции -товарные накладные входящие и исходящие, счета-фактуры входящие и исходящие, транспортные и товарно-транспортные накладные, прочие первичные документы. 3. предоставление полного пакета документов в фнс при проведении встречных налоговых проверок. ( поиск и сканирование документов) условия: трудоустройство по тк рф, бесплатные обеды, развозка от станции обухово. 5- дневный рабочий день с 9-18. заработная плата на испытательный срок 20-25 тысяч рублей, после прохождения испытательного срока, по результатам работы. испытательный срок 3 месяца, испытательный срок может быть уменьшен при высоких показателях в работе.",бухгалтер,
"Помощник бухгалтера, архивариус",,,Полный день,От 1 года до 3 лет,"требования: знание пк на уровне уверенного пользователя (microsoft office: excel,word.outlook); знание 1с умение работать самостоятельно; грамотная письменная и устная речь; высокий уровень исполнительности и внимания к мелочам; опыт работы в продажах, закупках, клиентском отделе от полугода как преимущество личные качества: умение и желание работать с цифрами, активность, стрессоустойчивость, ответственность, пунктуальность готовность осваивать новую информацию и применять ее в работе; внимательность к деталям в поставленных задачах своевременное выполнение поручений условия: график работы 5/2, с 09.00. до 18.00; оформление согласно тк рф (оплачиваемый отпуск, больничный) дружный сплоченный коллектив корпоративная культура работа в офисе м. павелецкая",бухгалтер,
Редактор-эксперт по бухгалтерскому учету,Москва,,Полный день,От 1 года до 3 лет,"требования: опыт работы бухгалтером (желательно замом главбуха или главбухом), ревизором или экономистом в госсекторе - от двух лет высшее экономическое образование/ бухгалтерский учет знание бухучета в бюджетной сфере уверенное владение пк умение анализировать документы условия: комфортабельный офис в пешей доступности от м. 1905г оформление по тк, дмс пятидневная рабочая с гибким началом дня, сб-вск выходной",бухгалтер,77500.0
Редактор -эксперт бухгалтерской отчетности государственных учреждений,,,Полный день,От 3 до 6 лет,"требования: высшее экономическое/бухгалтерское образование желателен опыт работы в должности главного бухгалтера или заместителя главного бухгалтера учреждения от 3 лет. знание бюджетного законодательства, нормативных документов по бухгалтерскому учету и отчетности, бюджетной классификации, налогам понимание бюджетного процесса. умение анализировать изменения законодательства (нормативно-правовые акты) и определять их влияние на учет и налогообложение учреждений; желание постоянно быть в курсе последних изменений в области бюджетного законодательства; желательны навыки консультирования (устного или письменного), составления различных методических документов условия: оформление по тк, пятидневная рабочая неделя с 10.00 до 19.00, возможна частичная удаленка комфортабельный офис в пешей доступности от м. дмитровской дмс",бухгалтер,
Мясник / мясник - продавец,Москва,,Сменный график,От 1 года до 3 лет,"требования: обязателен опыт работы с мясом; навыки активных продаж; действующая медицинская книжка обязательна; чистоплотность, опрятность; условия: график работы сменный : с 10-22 или с 11-23; оплата за смену: 2750 руб./руки; обучение высоким стандартам обслуживания; обучение современным технологиям разделки мяса; оформление строго в соответствии с тк рф; место работы: ресторан meat dielers.",продавец,
Старший повар (мясник),,,Вахтовый метод,От 3 до 6 лет,"требования: знание санпин, умение читать ттк, опыт работы в столовых с проходимостью от 200 человек, опыт работы вахтовым методом приветствуется, образование профильное, от среднего специального, условия: работа вахтовым методом в респ. саха якутия, пос. нижний куранах; график работы 60/60 дней, заработная плата указана за цикл вахты; официальное трудоустройство; социальные льготы и гарантии по тк рф; заработная плата выплачивается своевременно, 2 раза в месяц; бесплатное питание и проживание на территории работодателя; проезд до места работы и обратно компенсируется работодателем; спец. одежда предоставляется работодателем.",повар,
"Заготовщик, мясник, повар заготовщик",Москва,,Полный день,От 1 года до 3 лет,"требования): - опыт работы поваром-заготовщиком от 1 года; - исполнительность, ответственность, чистоплотность; - готовность к интенсивной работе; - разговорный русский; - наличие медицинской книжки. условия работы: - график работы 5/2, 2/2. - бесплатное питание; - оплата 3000 руб/день, смена 12 часов, час обед; - выплата з/п 2 раза в месяц; -официальное оформление на работу. -оплачиваемый отпуск 28 дней, 100% оплачиваемый больничный) . - рабочее место рядом с метро беломорская, 5 минуты пешком. откликайтесь или звоните по телефону. ждём вас!",повар,63000.0
Мясник - продавец (м. Новочеркасская),Санкт-Петербург,,Сменный график,От 1 года до 3 лет,"требования: опыт работы знание технологического процесса разделки (обвалки) мясного сырья знание анатомического строения туши аккуратность пунктуальность ответственность грамотная речь, четкая дикция коммуникабельность условия: график сменный белая заработная плата бесплатное питание во время рабочих смен оформление по тк рф дисконтная карта, скидки на продукцию и др. бонусы участие в корпоративных мероприятиях медицинская книжка за счёт организации -место работы: новочеркасский пр., д. 33, корп. 3 (м. новочеркасская)",продавец,
Мясник - продавец (м. Крестовский остров),Санкт-Петербург,,Сменный график,От 1 года до 3 лет,"требования: опыт работы знание технологического процесса разделки (обвалки) мясного сырья знание анатомического строения туши аккуратность пунктуальность ответственность грамотная речь, четкая дикция коммуникабельность условия: график сменный по 12 часов белая заработная плата бесплатное питание во время рабочих смен оформление, согласно тк рф дисконтная карта (от 12% до 20%) участие в корпоративных мероприятиях медицинская книжка за счёт организации работа по адресу: ул. вязовая, д. 8.",продавец,
Мясник-продавец,,,Гибкий график,От 1 года до 3 лет,"Сеть супермаркетов ЛЭНД ищет в свою команду Мясного Героя, властителя стейков филе-миньон и короля рибай на кости. Нам нужен мясник! Для тех, кто знает строение мясной туши как свои пять пальцев и мастерски рубит, режет, обваливает и готовит фарш, мы предлагаем: · удобный график по согласованию · оформление полностью по-честному · белая заработная плата · медицинская книжка за наш счет · бесплатное вкусная еда во время рабочих смен и очень удобная форма · скидки на товары ЛЭНД до 20% · возможность подработок · рост дохода за счет собственной эффективности · выбор удобного магазина для работы С нетерпением ждем новых мясных героев!",продавец,
Старший повар (мясник),,,Вахтовый метод,От 3 до 6 лет,"требования: знание санпин, умение читать ттк, опыт работы в столовых с проходимостью от 200 человек, опыт работы вахтовым методом приветствуется, образование профильное, от среднего специального, условия: работа вахтовым методом в респ. саха якутия, пос. нижний куранах; график работы 60/60 дней, заработная плата указана за цикл вахты; официальное трудоустройство; социальные льготы и гарантии по тк рф; заработная плата выплачивается своевременно, 2 раза в месяц; бесплатное питание и проживание на территории работодателя; проезд до места работы и обратно компенсируется работодателем; спец. одежда предоставляется работодателем.",повар,
Старший повар (мясник),,,Вахтовый метод,От 3 до 6 лет,"требования: знание санпин, умение читать ттк, опыт работы в столовых с проходимостью от 200 человек, опыт работы вахтовым методом приветствуется, образование профильное, от среднего специального, условия: работа вахтовым методом в респ. саха якутия, пос. нижний куранах; график работы 60/60 дней, заработная плата указана за цикл вахты; официальное трудоустройство; социальные льготы и гарантии по тк рф; заработная плата выплачивается своевременно, 2 раза в месяц; бесплатное питание и проживание на территории работодателя; проезд до места работы и обратно компенсируется работодателем; спец. одежда предоставляется работодателем.",повар,
Старший повар (мясник),,,Вахтовый метод,От 3 до 6 лет,"требования: знание санпин, умение читать ттк, опыт работы в столовых с проходимостью от 200 человек, опыт работы вахтовым методом приветствуется, образование профильное, от среднего специального, условия: работа вахтовым методом в респ. саха якутия, пос. нижний куранах; график работы 60/60 дней, заработная плата указана за цикл вахты; официальное трудоустройство; социальные льготы и гарантии по тк рф; заработная плата выплачивается своевременно, 2 раза в месяц; бесплатное питание и проживание на территории работодателя; проезд до места работы и обратно компенсируется работодателем; спец. одежда предоставляется работодателем.",повар,
Кондитер / повар / изготовитель пельменей,Биробиджан,,Полный день,Нет опыта,требования: трудолюбие умение работать быстро и качественно аккуратность исполнительность условия: стабильная зарплата 2 раза в месяц соц.пакет,повар,
Специалист по работе с первичными документами / Делопроизводитель / Помощник бухгалтера,Москва,,Полный день,Нет опыта,"требования: знание основ бухучета умение работы с 1с 8,3 устойчивые навыки работы с офисными программами: word, excel, электронной почтой знание стандартных офисных программ, в. т. ч. excel; обучаемость, внимательность, исполнительность, ответственный подход к работе; адаптивность, гибкость. умение работать с большими объемами информации условия: график работы: 5/2 с 9.00 до 18.00, сб, вс - выходной. оформление согласно тк рф с первого дня работы находимся как в шаговой от ст. м. кожуховская зарплата 50 000 рублей на испытательный срок",бухгалтер,
Помощник бухгалтера/делопроизводитель,Саратов,,Полный день,Нет опыта,"требования: знание бухгалтерского учёта, программ 1с, 1с: склад, 1с: зуп ответственность дисциплинированность стрессоустойчивость уверенный пользователь пк умение работать с большим объемом информации желание работать, двигаться вперед. условия: 5/2, соц. пакет (офисное здание &quot;деловой мир&quot;, район сенного рынка) з/п не фиксированная, возможен рост.",бухгалтер,22500.0
Сотрудник отдела по работе с персоналом (делопроизводитель),Благовещенск,,Полный день,Нет опыта,требования: высшее или среднее специальное образование; уверенный пользователь пк; знание кадрового делопроизводства будет являться вашим преимуществом. условия: официальное трудоустройство по тк рф; категорийный рост заработной платы; возможность карьерного роста.,персонал,
Делопроизводитель (бухгалтерия),Омск,,Полный день,Нет опыта,"требования: ответственность; внимательность; умение работать с людьми, знание служебной и профессиональной этики; отличное знание excel, офисных программ. вы получаете: престижную работу в одном из крупнейших автохолдингов россии; оформление согласно тк рф и гарантированный соц.пакет, (включающий в себя оплачиваемые больничные и отпуск 28 дней); возможность построить карьеру, а также регулярно проходить обучение внутри компании; конкурентную «белую» заработную плату (выплачивается 2 раза в месяц); дружную команду и всестороннюю поддержку коллег и руководства; место работы: г. омск, 31 рабочая 1а.",бухгалтер,
Делопроизводитель-кассир,Тюмень,,Полный день,От 1 года до 3 лет,"требования: уверенный пользователь пк. навыки работы с денежной наличностью ответственность, пунктуальность, деловая активность, клиентоориентированность порядок работы с документами рассмотрим кандидатов без опыта. условия: график работы 2/2 c 09:00-20:00 испытательный срок 1 месяц; оформление по тк рф; возможность карьерного роста",кассир,35000.0
Делопроизводитель/ помощник бухгалтера,Санкт-Петербург,"требования к кандидатам:- высшее образование по специальности;- знание программных продуктов: 1с, excel, word.- высокие организаторские способности;- умение быстро и качественно работать с большим объемом документов;- ответственность‚ высокая степень самоорганизации‚ внимательность, -стрессоустойчивость, способность и желание быстро обучаться, инициативность, пунктуальность.",Полный день,Нет опыта,"требования к кандидатам: - высшее образование по специальности; - знание программных продуктов: 1с, excel, word. - высокие организаторские способности; - умение быстро и качественно работать с большим объемом документов; - ответственность‚ высокая степень самоорганизации‚ внимательность, -стрессоустойчивость, способность и желание быстро обучаться, инициативность, пунктуальность. условия работы: - прекрасные возможности для профессионального роста и реализации своего потенциала. - график работы: 5/2. - конкурентная заработная плата. - оформление по тк рф - предоставляется униформа и корпоративные скидки на продукцию кинобара, бесплатное посещение кинофильмов.",бухгалтер,
Секретарь-делопроизводитель (в бухгалтерию),Москва,,Полный день,От 1 года до 3 лет,"требования: образование среднее специальное/высшее; грамотная устная и письменная речь; опыт работы от 1 года; уверенный пользователь пк (ms word, excel, outlook). условия: заработная плата: 69 000 руб. (до вычета налога); график работы: 5/2 с 09:00 до 18:00; трудоустройство по тк рф; официальная заработная плата; испытательный срок 3 месяца; дмс после испытательного срока.",бухгалтер,60000.0
Специалист по документообороту / делопроизводитель / помощник бухгалтера,Санкт-Петербург,,Полный день,Нет опыта,"требования: владение пк на уровне уверенного пользователя; работа с большим объемом информации; четкость, аккуратность, исполнительность; базовые знания по бухгалтерскому учету- приветствуются, но не обязательно; высокий уровень ответственности и самодисциплины; условия: оформление согласно тк рф испытательный срок 1 месяц график работы (понедельник-пятница с 9-30 до 17-30) работа с комфортабельном офисе (м. пионерская) чай, конфеты, плюшки возможность занять должность основного бухгалтера фирмы",бухгалтер,42500.0
Помощник бухгалтера/делопроизводитель/архивариус,Москва,,Полный день,Нет опыта,"требования: минимальное знание программ excel/1c (или желание научиться работать в них) внимательность исполнительность ответственность, готовность к обучению умение работать с документами условия: полный рабочий день график работы с 8:00-16:30 опыт работы",бухгалтер,5500.0
Помошник бухгалтера/Делопроизводитель/Администрирование офиса,,,Полный день,Нет опыта,"требования: опыт ведения бухгалтерии, понимание бухгалтерии - основных проводок, плана счетов уверенный пользователь пк, microsoft office, 1с понимание оформления первичной документации уровень коммуникабельности, позволяющий решать различные вопросы с контрагентами по поручениям условия: работа в успешной развивающейся компании с возможностью карьерного роста комфортабельный офис в центре города, 5 минут от метро шаболовская официальное трудоустройство, белая заработная плата дружелюбный коллектив возможность повышения квалификации и карьерного роста",бухгалтер,
Делопроизводитель со знанием бухгалтерского учета в медицинский центр,Красноярск,,Гибкий график,От 1 года до 3 лет,"требования: уверенный пользователь 1с 8.3, word, excel. умение работать с большим объемом информации. способность работать в режиме многозадачности. аккуратность, внимательность, стрессоустойчивость, грамотная речь. умение работать в команде. условия: трудоустройство по тк рф, белая заработная плата, без задержек, полный соц. пакет. очень дружный коллектив скользящий график, 20 часов в неделю",бухгалтер,
Специалист по документообороту в отдел бухгалтерии,,образование: не ниже среднего профессионального ( делопроизводство/экономическое/финансовое образование) ;,Полный день,От 1 года до 3 лет,"требованиям налоговых органов и для внутреннего использования; - отслеживание возврата документации от клиентов; - выполнение поручений главного бухгалтера. требования: образование: не ниже среднего профессионального ( делопроизводство/экономическое/финансовое образование) ; владение 1с-документооборот на продвинутом уровне , владение 1с бухгалтерия 8.3 желательно. опыт работы по аналогичным обязанностям не менее 2 лет; стрессоустойчивость, внимательность условия: компания ооо «лукавто» предлагает: пятидневная рабочая неделя (пн-пт) с 9-00 до 18-00. полис дмс (после испытательного срока). конкурентоспособная заработная плата. возможность профессионального роста. проезд от станции метро краснопресненская и метро строгино на корпоративном автотранспорте. место работы: московская область, красногорский р-н (новорижское шоссе, 8 км.)",бухгалтер,
Специалист по документообороту/бухгалтер,Москва,,Полный день,От 1 года до 3 лет,"требования: высшее образование. опыт работы бухгалтером от 1 года (обязательно). адаптивность, гибкость. умение работать с большими объемами информации. готовность к ненормированному рабочему дню. условия: трудоустройство в соответствии с тк рф. офис в центре москвы. позитивная команда единомышленников.",бухгалтер,75000.0
Специалист по документообороту на первичный бухгалтерский учет,Москва,,Полный день,От 1 года до 3 лет,"требования: уверенный пользователь ms office, почтовых программ; опыт / пройденное обучение по работе в 1с обязателен; знание законодательных и нормативных документов‚ регулирующих вопросы бухгалтерского учета и отчетности; высшее образование (допускается среднее профессиональное образование – программы подготовки специалистов среднего звена, программы подготовки специалистов среднего звена и дополнительное профессиональное образование). условия: ввод в должность, дополнительная подготовка (самостоятельное изучение текстовых / видео инструкций), наставник; бизнес-центр. полный рабочий день с 9.00 до 18.00 (обед с 13.00 до 14.00); от ст. м. планерная 5 мин, м. сходненская 7 мин.",бухгалтер,
Специалист по документообороту (бухгалтерия),посёлок Шушары,,Сменный график,От 1 года до 3 лет,"требования: опыт работы с первичной документацией владеть пк на хорошем уровне. условия: официальное оформление, срочный трудовой договор ; бесплатное питание в столовой; локация: п. шушары, московское ш. 181 корп.4. (есть развозка); развозка от метро ветеранов, м. московская, м. купчино, от ж/д колпино; обеспечение формой; отличные условия труда; мед. комиссия за счет работодателя; стабильный сменный график работы 3/3 (дневные и ночные смены); оплата труда: оклад + премия (30 120 + 9 036 + доплата за ночные смены). подробности по вакансии и запись на собеседование по телефону!",бухгалтер,
Делопроизводитель - бухгалтер,Щербинка,,Гибкий график,От 1 года до 3 лет,"требования к квалификации: -опыт работы от года бухгалтером или помощником бухгалтера с первичной документацией -усидчивость, высокая внимательность к деталям, ответственность, позитивный настрой, пунктуальность, доброжелательность; -грамотная устная и письменная речь. образование: не имеет значения условия работы: -работа в стабильной компании в технически оснащенном офисе расположенном в посёлке воскресенское 59, стр. 7 -в офисе два человека: вы и иногда будет приезжать менеджер; -оклад 40 000 рублей на руки, без задержек выплаты дважды в месяц; -график работы - 5/2 (с 09:30 до 17:30); график - можно поменять, отпрашиваться в пределах разумного - можно) -комфортное рабочее место, кофе-чай; -дружелюбная атмосфера; -скидки на продукцию нашей компании;",бухгалтер,
Специалист по документообороту / бухгалтер,Котлас,,Полный день,От 1 года до 3 лет,требования: ответственное отношение к документации уверенный пользователь пк условия: транспортно-экспедиционная компания в поисках специалиста по обработке корреспонденции в г. котлас оформление по тк рф. график 5/2 с 8 до 17 з/п 25000 рублей.,бухгалтер,25000.0
Помощник бухгалтера/делопроизводитель,Москва,,Полный день,Более 6 лет,"требования: высшее или среднее специальное образование знание основ бухучета умение работы с 1с устойчивые навыки работы с офисными программами: word, excel, электронной почтой условия: полная занятость опыт работы от 5 лет при успешной работе планируется дальнейший рост до должности бухгалтера",бухгалтер,52500.0
Помощник бухгалтера / Специалист по управленческому учету (делопроизводитель),Москва,,Полный день,Нет опыта,требования: финансовая грамотность дисциплинированность амбициозность трудолюбие пунктуальность условия: работа в современном гибком и комфортном смарт-офисе официальное трудоустройство амбициозный молодой коллектив,бухгалтер,
Делопроизводитель Службы управления персоналом,Смоленск,,Полный день,От 3 до 6 лет,"требования: опыт работы в аналогичной должности от 3 лет. знание кадрового делопроизводства в полном объеме. ответственность, исполнительность и умение работать с людьми . уверенный пользователь пк. знание 1с, еxcel. условия: оформление по тк, соц. пакет. график работы 5/2 , выходные суббота и воскресенье. возможность карьерного роста.",персонал,
"Помощник главного бухгалтера, делопроизводитель",Пермь,,Полный день,От 1 года до 3 лет,"требованиями налоговых органов, составление проектов документов; ведение кадровой документации (табельный учет, уведомление, введение личных карт (т-2), личных дел, графиков отпусков, составление штатного расписания, оформление отпусков, прием увольнение, составление приказов) обеспечение офиса канцелярией, хозяйственными товарами контроль кредиторской и дебиторской задолженности, работа с корреспонденцией ( регистрация, учет, своевременная отправка писем, документации); работа с входящими/исходящими звонками; ведение электронной переписки; требования: опыт работы 1-3 года по специальности бухгалтер; коммуникабельность, стрессоустойчивость, умение работать в команде; инициативность; стаж работы 1-3 года условия: полный рабочий день полная занятость",бухгалтер,
